"","timestamp","item_id","position","click","propensity_score"
"67","2019-11-24 00:03:05.662558+00:00",8,2,0,0.0125
"68","2019-11-24 00:03:15.500559+00:00",6,1,0,0.0125
"69","2019-11-24 00:03:28.254898+00:00",6,1,0,0.0125
"70","2019-11-24 00:03:28.255759+00:00",7,3,0,0.0125
"71","2019-11-24 00:03:28.334590+00:00",6,1,0,0.0125
"72","2019-11-24 00:03:28.335460+00:00",7,3,0,0.0125
"73","2019-11-24 00:03:30.856348+00:00",3,1,0,0.0125
"74","2019-11-24 00:03:30.857566+00:00",2,2,0,0.0125
"75","2019-11-24 00:03:43.633450+00:00",6,1,0,0.0125
"76","2019-11-24 00:03:43.634898+00:00",7,3,0,0.0125
"77","2019-11-24 00:03:57.089922+00:00",6,1,0,0.0125
"78","2019-11-24 00:03:57.090375+00:00",7,3,0,0.0125
"79","2019-11-24 00:04:06.735157+00:00",9,2,0,0.0125
"80","2019-11-24 00:04:08.847559+00:00",9,2,0,0.0125
"81","2019-11-24 00:04:09.602323+00:00",9,2,0,0.0125
"82","2019-11-24 00:04:12.144233+00:00",9,2,0,0.0125
"83","2019-11-24 00:04:17.719208+00:00",9,2,0,0.0125
"84","2019-11-24 00:04:18.003510+00:00",4,1,0,0.0125
"85","2019-11-24 00:04:44.171616+00:00",9,3,0,0.0125
"86","2019-11-24 00:05:04.936402+00:00",8,2,0,0.0125
"87","2019-11-24 00:05:06.999407+00:00",2,3,0,0.0125
"88","2019-11-24 00:05:07.108864+00:00",8,2,0,0.0125
"89","2019-11-24 00:05:11.437123+00:00",8,2,0,0.0125
"90","2019-11-24 00:05:12.720036+00:00",8,2,0,0.0125
"91","2019-11-24 00:05:13.058667+00:00",8,2,0,0.0125
"92","2019-11-24 00:05:14.532175+00:00",8,2,0,0.0125
"93","2019-11-24 00:05:14.925482+00:00",2,3,0,0.0125
"94","2019-11-24 00:05:16.290682+00:00",2,3,0,0.0125
"95","2019-11-24 00:05:16.730072+00:00",2,3,0,0.0125
"96","2019-11-24 00:05:17.370275+00:00",8,2,0,0.0125
"97","2019-11-24 00:05:19.553047+00:00",2,3,0,0.0125
"98","2019-11-24 00:05:22.426930+00:00",2,3,0,0.0125
"99","2019-11-24 00:05:25.473864+00:00",8,2,0,0.0125
"100","2019-11-24 00:05:26.410684+00:00",2,3,0,0.0125
"101","2019-11-24 00:05:28.773517+00:00",2,3,0,0.0125
"102","2019-11-24 00:05:29.998759+00:00",2,3,0,0.0125
"103","2019-11-24 00:05:35.251990+00:00",8,2,0,0.0125
"104","2019-11-24 00:05:35.985488+00:00",9,3,0,0.0125
"105","2019-11-24 00:05:57.354593+00:00",6,1,0,0.0125
"106","2019-11-24 00:05:59.286123+00:00",9,3,0,0.0125
"107","2019-11-24 00:06:01.420890+00:00",3,1,0,0.0125
"108","2019-11-24 00:06:24.564298+00:00",5,1,0,0.0125
"109","2019-11-24 00:06:27.697996+00:00",5,1,0,0.0125
"110","2019-11-24 00:06:29.569532+00:00",5,1,0,0.0125
"111","2019-11-24 00:06:32.072669+00:00",5,1,0,0.0125
"112","2019-11-24 00:06:33.428449+00:00",5,1,0,0.0125
"113","2019-11-24 00:06:34.009595+00:00",5,1,0,0.0125
"114","2019-11-24 00:06:34.969629+00:00",5,1,0,0.0125
"115","2019-11-24 00:06:35.639858+00:00",5,1,0,0.0125
"116","2019-11-24 00:06:35.860069+00:00",5,1,0,0.0125
"117","2019-11-24 00:06:44.339504+00:00",9,3,0,0.0125
"118","2019-11-24 00:06:44.394688+00:00",9,3,0,0.0125
"119","2019-11-24 00:06:49.169962+00:00",3,3,0,0.0125
"120","2019-11-24 00:06:50.106776+00:00",3,3,0,0.0125
"121","2019-11-24 00:06:51.956531+00:00",3,3,0,0.0125
"122","2019-11-24 00:06:54.434777+00:00",3,3,0,0.0125
"123","2019-11-24 00:06:56.400082+00:00",3,3,0,0.0125
"124","2019-11-24 00:06:56.623128+00:00",5,1,0,0.0125
"125","2019-11-24 00:06:56.895064+00:00",9,3,0,0.0125
"126","2019-11-24 00:06:58.188843+00:00",9,3,0,0.0125
"127","2019-11-24 00:06:58.940310+00:00",3,3,0,0.0125
"128","2019-11-24 00:06:59.192106+00:00",3,3,0,0.0125
"129","2019-11-24 00:07:01.521300+00:00",3,3,0,0.0125
"130","2019-11-24 00:07:02.520028+00:00",3,3,0,0.0125
"131","2019-11-24 00:07:02.652403+00:00",9,3,0,0.0125
"132","2019-11-24 00:07:03.006502+00:00",3,3,0,0.0125
"133","2019-11-24 00:07:04.477318+00:00",9,3,0,0.0125
"134","2019-11-24 00:07:09.755981+00:00",3,3,0,0.0125
"135","2019-11-24 00:07:10.806384+00:00",9,3,0,0.0125
"136","2019-11-24 00:07:19.718305+00:00",6,3,0,0.0125
"137","2019-11-24 00:07:25.281240+00:00",6,3,0,0.0125
"138","2019-11-24 00:07:30.470832+00:00",7,1,0,0.0125
"139","2019-11-24 00:07:31.639688+00:00",6,3,0,0.0125
"140","2019-11-24 00:07:33.162545+00:00",6,3,0,0.0125
"141","2019-11-24 00:07:41.137601+00:00",5,2,0,0.0125
"142","2019-11-24 00:07:41.328695+00:00",5,2,0,0.0125
"143","2019-11-24 00:07:43.700457+00:00",7,1,0,0.0125
"144","2019-11-24 00:07:47.567510+00:00",5,2,0,0.0125
"145","2019-11-24 00:07:49.690157+00:00",5,2,0,0.0125
"146","2019-11-24 00:07:49.881859+00:00",3,3,0,0.0125
"147","2019-11-24 00:07:50.619965+00:00",7,1,0,0.0125
"148","2019-11-24 00:07:55.014021+00:00",5,2,0,0.0125
"149","2019-11-24 00:07:55.329093+00:00",7,2,0,0.0125
"150","2019-11-24 00:07:55.882248+00:00",7,2,0,0.0125
"151","2019-11-24 00:07:57.825141+00:00",7,2,0,0.0125
"152","2019-11-24 00:07:58.012959+00:00",5,2,0,0.0125
"153","2019-11-24 00:07:59.667656+00:00",7,2,0,0.0125
"154","2019-11-24 00:07:59.755499+00:00",5,2,0,0.0125
"155","2019-11-24 00:07:59.872508+00:00",5,2,0,0.0125
"156","2019-11-24 00:08:00.352458+00:00",6,3,0,0.0125
"157","2019-11-24 00:08:00.461904+00:00",7,2,0,0.0125
"158","2019-11-24 00:08:13.953477+00:00",7,2,0,0.0125
"159","2019-11-24 00:08:16.211948+00:00",7,2,0,0.0125
"160","2019-11-24 00:08:41.877159+00:00",9,1,0,0.0125
"161","2019-11-24 00:08:42.484478+00:00",5,1,0,0.0125
"162","2019-11-24 00:08:43.289801+00:00",9,1,0,0.0125
"163","2019-11-24 00:08:44.033741+00:00",9,1,0,0.0125
"164","2019-11-24 00:08:44.192874+00:00",9,1,0,0.0125
"165","2019-11-24 00:08:45.382097+00:00",9,1,0,0.0125
"166","2019-11-24 00:08:46.104649+00:00",9,1,0,0.0125
"167","2019-11-24 00:08:50.778692+00:00",3,3,0,0.0125
"168","2019-11-24 00:08:51.326561+00:00",9,1,0,0.0125
"169","2019-11-24 00:09:08.215800+00:00",9,1,0,0.0125
"170","2019-11-24 00:09:15.939053+00:00",8,2,0,0.0125
"171","2019-11-24 00:09:24.081680+00:00",9,3,0,0.0125
"172","2019-11-24 00:09:25.078983+00:00",9,3,0,0.0125
"173","2019-11-24 00:09:25.374315+00:00",5,2,0,0.0125
"174","2019-11-24 00:09:29.209594+00:00",9,3,0,0.0125
"175","2019-11-24 00:09:30.773689+00:00",9,3,0,0.0125
"176","2019-11-24 00:09:31.743046+00:00",9,3,0,0.0125
"177","2019-11-24 00:09:39.896086+00:00",9,3,0,0.0125
"178","2019-11-24 00:09:40.313644+00:00",9,3,0,0.0125
"179","2019-11-24 00:09:42.750903+00:00",10,3,0,0.0125
"180","2019-11-24 00:09:46.096266+00:00",10,3,0,0.0125
"181","2019-11-24 00:09:46.585666+00:00",10,3,0,0.0125
"182","2019-11-24 00:09:47.997942+00:00",10,3,0,0.0125
"183","2019-11-24 00:09:51.067895+00:00",10,3,0,0.0125
"184","2019-11-24 00:10:13.339547+00:00",10,3,0,0.0125
"185","2019-11-24 00:10:15.795951+00:00",10,3,0,0.0125
"186","2019-11-24 00:10:24.212161+00:00",10,3,0,0.0125
"187","2019-11-24 00:10:28.096747+00:00",10,3,0,0.0125
"188","2019-11-24 00:10:28.774142+00:00",10,3,0,0.0125
"189","2019-11-24 00:10:35.599816+00:00",10,3,0,0.0125
"190","2019-11-24 00:10:40.158141+00:00",2,3,0,0.0125
"191","2019-11-24 00:10:40.761470+00:00",10,3,0,0.0125
"192","2019-11-24 00:10:41.881510+00:00",10,3,0,0.0125
"193","2019-11-24 00:10:41.984106+00:00",10,3,0,0.0125
"194","2019-11-24 00:10:42.951722+00:00",2,3,0,0.0125
"195","2019-11-24 00:10:44.023221+00:00",10,3,0,0.0125
"196","2019-11-24 00:10:44.262388+00:00",2,3,0,0.0125
"197","2019-11-24 00:10:45.315022+00:00",2,3,0,0.0125
"198","2019-11-24 00:10:46.544966+00:00",10,3,0,0.0125
"199","2019-11-24 00:10:50.028475+00:00",2,3,0,0.0125
"200","2019-11-24 00:10:52.024928+00:00",10,3,0,0.0125
"201","2019-11-24 00:10:52.754361+00:00",10,3,0,0.0125
"202","2019-11-24 00:10:53.859286+00:00",2,3,0,0.0125
"203","2019-11-24 00:10:54.180842+00:00",10,3,0,0.0125
"204","2019-11-24 00:10:55.977338+00:00",4,3,0,0.0125
"205","2019-11-24 00:10:59.650522+00:00",4,3,0,0.0125
"206","2019-11-24 00:11:01.471020+00:00",2,3,0,0.0125
"207","2019-11-24 00:11:02.187370+00:00",4,3,0,0.0125
"208","2019-11-24 00:11:02.954994+00:00",3,2,0,0.0125
"209","2019-11-24 00:11:06.263870+00:00",3,2,0,0.0125
"210","2019-11-24 00:11:14.544194+00:00",3,2,0,0.0125
"211","2019-11-24 00:11:16.926402+00:00",3,2,0,0.0125
"212","2019-11-24 00:11:17.072287+00:00",7,2,0,0.0125
"213","2019-11-24 00:11:19.513460+00:00",7,2,0,0.0125
"214","2019-11-24 00:11:19.963716+00:00",3,2,0,0.0125
"215","2019-11-24 00:11:22.516743+00:00",7,2,0,0.0125
"216","2019-11-24 00:11:26.267300+00:00",7,2,0,0.0125
"217","2019-11-24 00:11:26.702132+00:00",3,2,0,0.0125
"218","2019-11-24 00:11:26.852295+00:00",3,2,0,0.0125
"219","2019-11-24 00:11:27.862011+00:00",7,2,0,0.0125
"220","2019-11-24 00:11:27.973188+00:00",1,1,0,0.0125
"221","2019-11-24 00:11:28.021409+00:00",7,2,0,0.0125
"222","2019-11-24 00:11:28.128267+00:00",7,2,0,0.0125
"223","2019-11-24 00:11:28.974579+00:00",3,2,0,0.0125
"224","2019-11-24 00:11:29.404374+00:00",3,2,0,0.0125
"225","2019-11-24 00:11:29.511865+00:00",3,2,0,0.0125
"226","2019-11-24 00:11:31.353624+00:00",1,1,0,0.0125
"227","2019-11-24 00:11:35.945383+00:00",7,2,0,0.0125
"228","2019-11-24 00:11:36.673862+00:00",1,1,0,0.0125
"229","2019-11-24 00:11:38.286675+00:00",1,1,0,0.0125
"230","2019-11-24 00:11:38.755267+00:00",1,1,0,0.0125
"231","2019-11-24 00:11:59.644948+00:00",3,2,0,0.0125
"232","2019-11-24 00:12:25.682648+00:00",2,3,0,0.0125
"233","2019-11-24 00:12:26.160685+00:00",2,3,0,0.0125
"234","2019-11-24 00:12:26.295317+00:00",2,3,0,0.0125
"235","2019-11-24 00:12:26.963361+00:00",2,3,0,0.0125
"236","2019-11-24 00:12:29.194359+00:00",2,3,0,0.0125
"237","2019-11-24 00:12:30.256626+00:00",2,3,0,0.0125
"238","2019-11-24 00:12:30.462906+00:00",2,3,0,0.0125
"239","2019-11-24 00:12:34.037925+00:00",2,3,0,0.0125
"240","2019-11-24 00:12:38.580911+00:00",2,3,0,0.0125
"241","2019-11-24 00:12:39.694359+00:00",2,3,0,0.0125
"242","2019-11-24 00:12:39.793467+00:00",2,3,0,0.0125
"243","2019-11-24 00:12:40.380801+00:00",2,3,0,0.0125
"244","2019-11-24 00:12:43.695303+00:00",2,3,0,0.0125
"245","2019-11-24 00:12:45.323768+00:00",2,3,0,0.0125
"246","2019-11-24 00:12:46.335806+00:00",2,3,0,0.0125
"247","2019-11-24 00:12:50.017163+00:00",2,3,0,0.0125
"248","2019-11-24 00:12:51.608064+00:00",2,3,0,0.0125
"249","2019-11-24 00:12:55.005038+00:00",6,1,0,0.0125
"250","2019-11-24 00:13:01.916563+00:00",8,3,0,0.0125
"251","2019-11-24 00:13:01.932931+00:00",8,3,0,0.0125
"252","2019-11-24 00:13:06.149175+00:00",8,3,0,0.0125
"253","2019-11-24 00:13:06.262117+00:00",8,3,0,0.0125
"254","2019-11-24 00:13:10.045676+00:00",8,3,0,0.0125
"255","2019-11-24 00:13:11.576803+00:00",8,3,0,0.0125
"256","2019-11-24 00:13:13.973522+00:00",6,1,0,0.0125
"257","2019-11-24 00:13:14.440149+00:00",8,3,0,0.0125
"258","2019-11-24 00:13:32.092388+00:00",7,2,0,0.0125
"259","2019-11-24 00:13:34.533109+00:00",8,1,0,0.0125
"260","2019-11-24 00:13:36.326549+00:00",8,1,0,0.0125
"261","2019-11-24 00:13:36.635866+00:00",8,1,0,0.0125
"262","2019-11-24 00:13:38.203556+00:00",8,1,0,0.0125
"263","2019-11-24 00:13:39.822742+00:00",8,1,0,0.0125
"264","2019-11-24 00:13:42.898847+00:00",7,2,0,0.0125
"265","2019-11-24 00:13:43.386850+00:00",7,2,0,0.0125
"266","2019-11-24 00:13:46.407773+00:00",7,2,0,0.0125
"267","2019-11-24 00:13:48.378817+00:00",7,2,0,0.0125
"268","2019-11-24 00:13:49.735095+00:00",7,2,0,0.0125
"269","2019-11-24 00:13:50.849006+00:00",8,1,0,0.0125
"270","2019-11-24 00:13:51.200964+00:00",8,1,0,0.0125
"271","2019-11-24 00:13:52.135504+00:00",8,1,0,0.0125
"272","2019-11-24 00:13:53.851343+00:00",10,1,0,0.0125
"273","2019-11-24 00:13:53.851343+00:00",4,2,0,0.0125
"274","2019-11-24 00:13:56.626068+00:00",2,3,0,0.0125
"275","2019-11-24 00:14:04.801271+00:00",10,1,0,0.0125
"276","2019-11-24 00:14:04.801960+00:00",4,2,0,0.0125
"277","2019-11-24 00:14:15.497772+00:00",10,1,0,0.0125
"278","2019-11-24 00:14:15.498301+00:00",4,2,0,0.0125
"279","2019-11-24 00:14:44.324457+00:00",3,3,0,0.0125
"280","2019-11-24 00:14:46.956929+00:00",3,3,0,0.0125
"281","2019-11-24 00:14:49.621457+00:00",3,3,0,0.0125
"282","2019-11-24 00:14:52.478076+00:00",3,3,0,0.0125
"283","2019-11-24 00:14:59.838711+00:00",3,3,0,0.0125
"284","2019-11-24 00:15:05.394732+00:00",3,1,0,0.0125
"285","2019-11-24 00:15:05.528861+00:00",3,1,0,0.0125
"286","2019-11-24 00:15:10.421788+00:00",3,1,0,0.0125
"287","2019-11-24 00:15:10.917330+00:00",3,1,0,0.0125
"288","2019-11-24 00:15:12.266054+00:00",3,1,0,0.0125
"289","2019-11-24 00:15:12.295057+00:00",3,1,0,0.0125
"290","2019-11-24 00:15:12.489130+00:00",3,1,0,0.0125
"291","2019-11-24 00:15:14.285751+00:00",3,1,0,0.0125
"292","2019-11-24 00:15:14.523671+00:00",3,1,0,0.0125
"293","2019-11-24 00:15:16.282686+00:00",3,1,0,0.0125
"294","2019-11-24 00:15:23.091131+00:00",1,3,0,0.0125
"295","2019-11-24 00:15:24.157273+00:00",8,2,0,0.0125
"296","2019-11-24 00:15:28.113381+00:00",3,1,0,0.0125
"297","2019-11-24 00:15:29.519264+00:00",1,3,0,0.0125
"298","2019-11-24 00:15:33.886011+00:00",8,2,0,0.0125
"299","2019-11-24 00:15:35.738881+00:00",1,3,0,0.0125
"300","2019-11-24 00:15:37.994562+00:00",8,2,0,0.0125
"301","2019-11-24 00:15:39.156714+00:00",8,2,0,0.0125
"302","2019-11-24 00:15:40.054789+00:00",8,2,0,0.0125
"303","2019-11-24 00:15:42.202036+00:00",1,3,0,0.0125
"304","2019-11-24 00:15:49.905271+00:00",8,2,0,0.0125
"305","2019-11-24 00:16:03.730395+00:00",3,1,0,0.0125
"306","2019-11-24 00:16:08.495614+00:00",3,1,0,0.0125
"307","2019-11-24 00:16:10.092025+00:00",3,1,0,0.0125
"308","2019-11-24 00:16:10.334883+00:00",3,1,0,0.0125
"309","2019-11-24 00:16:11.755080+00:00",3,1,0,0.0125
"310","2019-11-24 00:16:15.030979+00:00",3,1,0,0.0125
"311","2019-11-24 00:16:39.420394+00:00",8,2,0,0.0125
"312","2019-11-24 00:17:04.294578+00:00",8,2,0,0.0125
"313","2019-11-24 00:17:11.066571+00:00",2,2,0,0.0125
"314","2019-11-24 00:17:13.437126+00:00",2,2,0,0.0125
"315","2019-11-24 00:17:14.665461+00:00",2,2,0,0.0125
"316","2019-11-24 00:17:16.735373+00:00",2,2,0,0.0125
"317","2019-11-24 00:17:16.800966+00:00",2,2,0,0.0125
"318","2019-11-24 00:17:21.959593+00:00",2,2,0,0.0125
"319","2019-11-24 00:17:31.895775+00:00",8,1,0,0.0125
"320","2019-11-24 00:17:33.821499+00:00",8,1,0,0.0125
"321","2019-11-24 00:17:35.551704+00:00",8,1,0,0.0125
"322","2019-11-24 00:17:39.465814+00:00",8,1,0,0.0125
"323","2019-11-24 00:17:49.035514+00:00",8,1,0,0.0125
"324","2019-11-24 00:17:52.674361+00:00",2,3,0,0.0125
"325","2019-11-24 00:17:57.034571+00:00",8,1,0,0.0125
"326","2019-11-24 00:17:57.048241+00:00",8,1,0,0.0125
"327","2019-11-24 00:17:57.050068+00:00",8,1,0,0.0125
"328","2019-11-24 00:18:00.243862+00:00",8,1,0,0.0125
"329","2019-11-24 00:18:01.345682+00:00",2,3,0,0.0125
"330","2019-11-24 00:18:04.322789+00:00",8,1,0,0.0125
"331","2019-11-24 00:18:04.824916+00:00",2,3,0,0.0125
"332","2019-11-24 00:18:04.883427+00:00",2,3,0,0.0125
"333","2019-11-24 00:18:05.567984+00:00",1,2,0,0.0125
"334","2019-11-24 00:18:06.727504+00:00",1,2,0,0.0125
"335","2019-11-24 00:18:09.264697+00:00",2,3,0,0.0125
"336","2019-11-24 00:18:11.617672+00:00",1,2,0,0.0125
"337","2019-11-24 00:18:12.182328+00:00",2,3,0,0.0125
"338","2019-11-24 00:18:12.549469+00:00",8,1,0,0.0125
"339","2019-11-24 00:18:13.864977+00:00",2,3,0,0.0125
"340","2019-11-24 00:18:15.078779+00:00",2,3,0,0.0125
"341","2019-11-24 00:18:15.807105+00:00",2,3,0,0.0125
"342","2019-11-24 00:18:17.356007+00:00",2,3,0,0.0125
"343","2019-11-24 00:18:22.753008+00:00",5,2,0,0.0125
"344","2019-11-24 00:18:34.144411+00:00",8,1,0,0.0125
"345","2019-11-24 00:18:37.479387+00:00",5,3,0,0.0125
"346","2019-11-24 00:18:39.192182+00:00",5,3,0,0.0125
"347","2019-11-24 00:18:40.860218+00:00",10,3,0,0.0125
"348","2019-11-24 00:18:42.956621+00:00",5,3,0,0.0125
"349","2019-11-24 00:18:43.024001+00:00",5,3,0,0.0125
"350","2019-11-24 00:18:43.094370+00:00",5,2,0,0.0125
"351","2019-11-24 00:18:44.654183+00:00",10,3,0,0.0125
"352","2019-11-24 00:18:45.001219+00:00",5,3,0,0.0125
"353","2019-11-24 00:18:50.542609+00:00",10,3,0,0.0125
"354","2019-11-24 00:18:51.607828+00:00",10,3,0,0.0125
"355","2019-11-24 00:18:51.701944+00:00",2,3,0,0.0125
"356","2019-11-24 00:18:54.570889+00:00",10,3,0,0.0125
"357","2019-11-24 00:18:54.882229+00:00",10,3,0,0.0125
"358","2019-11-24 00:19:01.378694+00:00",1,2,0,0.0125
"359","2019-11-24 00:19:01.552374+00:00",1,2,0,0.0125
"360","2019-11-24 00:19:06.483132+00:00",1,2,0,0.0125
"361","2019-11-24 00:19:07.337671+00:00",1,2,0,0.0125
"362","2019-11-24 00:19:09.020706+00:00",1,2,0,0.0125
"363","2019-11-24 00:19:09.211379+00:00",1,2,0,0.0125
"364","2019-11-24 00:19:13.040751+00:00",1,2,0,0.0125
"365","2019-11-24 00:19:13.360784+00:00",1,2,0,0.0125
"366","2019-11-24 00:19:23.462845+00:00",10,2,1,0.0125
"367","2019-11-24 00:19:24.299929+00:00",10,2,0,0.0125
"368","2019-11-24 00:19:24.764539+00:00",10,2,0,0.0125
"369","2019-11-24 00:19:24.863405+00:00",10,2,0,0.0125
"370","2019-11-24 00:19:25.209330+00:00",10,2,0,0.0125
"371","2019-11-24 00:19:25.992177+00:00",10,2,0,0.0125
"372","2019-11-24 00:19:28.191190+00:00",10,2,0,0.0125
"373","2019-11-24 00:19:29.198471+00:00",10,2,0,0.0125
"374","2019-11-24 00:19:35.770150+00:00",1,2,0,0.0125
"375","2019-11-24 00:19:53.569414+00:00",2,1,0,0.0125
"376","2019-11-24 00:19:58.013134+00:00",2,1,0,0.0125
"377","2019-11-24 00:20:09.812363+00:00",2,1,0,0.0125
"378","2019-11-24 00:20:12.215064+00:00",1,2,0,0.0125
"379","2019-11-24 00:20:12.510743+00:00",2,1,0,0.0125
"380","2019-11-24 00:20:16.132893+00:00",1,2,0,0.0125
"381","2019-11-24 00:21:27.831409+00:00",9,2,0,0.0125
"382","2019-11-24 00:21:33.904017+00:00",9,2,0,0.0125
"383","2019-11-24 00:21:45.745056+00:00",9,2,0,0.0125
"384","2019-11-24 00:21:49.410431+00:00",9,2,0,0.0125
"385","2019-11-24 00:21:51.805934+00:00",9,2,0,0.0125
"386","2019-11-24 00:22:06.403903+00:00",9,2,0,0.0125
"387","2019-11-24 00:22:18.500034+00:00",9,2,0,0.0125
"388","2019-11-24 00:22:18.689979+00:00",9,2,0,0.0125
"389","2019-11-24 00:22:21.606230+00:00",9,2,0,0.0125
"390","2019-11-24 00:22:37.974009+00:00",7,3,0,0.0125
"391","2019-11-24 00:22:39.374057+00:00",7,3,0,0.0125
"392","2019-11-24 00:22:49.034215+00:00",5,2,0,0.0125
"393","2019-11-24 00:22:49.531798+00:00",5,2,0,0.0125
"394","2019-11-24 00:23:01.449161+00:00",5,2,0,0.0125
"395","2019-11-24 00:23:02.312002+00:00",5,2,0,0.0125
"396","2019-11-24 00:23:04.170097+00:00",5,2,0,0.0125
"397","2019-11-24 00:23:18.289410+00:00",10,2,0,0.0125
"398","2019-11-24 00:23:30.115077+00:00",8,1,0,0.0125
"399","2019-11-24 00:23:32.388828+00:00",8,1,0,0.0125
"400","2019-11-24 00:23:33.299269+00:00",8,1,0,0.0125
"401","2019-11-24 00:23:37.590960+00:00",8,1,0,0.0125
"402","2019-11-24 00:23:45.183347+00:00",8,1,0,0.0125
"403","2019-11-24 00:23:59.902088+00:00",9,2,0,0.0125
"404","2019-11-24 00:24:15.714267+00:00",1,2,0,0.0125
"405","2019-11-24 00:24:17.457496+00:00",1,2,0,0.0125
"406","2019-11-24 00:24:20.793039+00:00",9,1,0,0.0125
"407","2019-11-24 00:24:21.201511+00:00",9,1,0,0.0125
"408","2019-11-24 00:24:23.526801+00:00",1,2,0,0.0125
"409","2019-11-24 00:24:24.817030+00:00",9,1,0,0.0125
"410","2019-11-24 00:24:24.876289+00:00",1,2,0,0.0125
